Member_number,itemDescription
1706,coffee
3726,sausage
3325,beef
3732,berries
2563,frozen meals
4924,beef
1742,sausage
4929,rolls/buns
1092,frankfurter
1907,sausage
3540,pip fruit
2990,grapes
4088,chocolate marshmallow
2028,coffee
3026,soda
2209,bottled beer
4071,butter
4393,fruit/vegetable juice
2047,meat
4610,pip fruit
1269,other vegetables
3629,frankfurter
1899,long life bakery product
1982,tropical fruit
4977,whole milk
2399,canned beer
2675,canned beer
2760,other vegetables
2058,soda
4065,rolls/buns
1450,bags
3739,rolls/buns
3128,dessert
2331,canned beer
2505,butter
3758,whole milk
3574,canned beer
2563,coffee
2128,chicken
1230,soda
4373,beef
1693,spread cheese
2743,citrus fruit
1612,canned beer
1835,rolls/buns
3574,pip fruit
4102,pip fruit
1283,whole milk
4719,chocolate
4596,sausage
1380,pip fruit
1150,other vegetables
2937,dessert
2495,frankfurter
3581,citrus fruit
3458,citrus fruit
3723,pip fruit
2249,tropical fruit
1430,frankfurter
3039,pip fruit
3455,canned beer
1831,pork
4831,rolls/buns
3816,canned beer
2314,citrus fruit
2743,grapes
1538,tropical fruit
3604,frozen fish
4734,tropical fruit
2363,beverages
1484,sausage
1764,whole milk
3595,sausage
4303,pork
2695,whole milk
4538,sausage
1979,pastry
1148,soda
3443,tropical fruit
3334,whole milk
2508,canned beer
4136,pip fruit
3599,turkey
4540,yogurt
2590,whipped/sour cream
3361,finished products
2855,sausage
3949,other vegetables
4836,newspapers
2464,white wine
1788,sausage
2061,misc. beverages
1963,yogurt
1485,beef
1771,other vegetables
3758,photo/film
3180,tropical fruit
2406,sausage
2255,frankfurter
4826,tropical fruit
1737,citrus fruit
2404,pork
3467,soda
3395,whole milk
3405,cookware
2718,butter
2927,frozen vegetables
4137,chicken
3282,frankfurter
4567,tropical fruit
4550,root vegetables
4223,meat
2363,hamburger meat
4806,tropical fruit
1153,whole milk
4515,whole milk
3200,hamburger meat
1012,frankfurter
2585,soda
2229,whipped/sour cream
3406,whole milk
2234,citrus fruit
2549,pip fruit
3385,root vegetables
1746,pip fruit
4632,onions
1476,tropical fruit
4738,other vegetables
4235,citrus fruit
3574,canned beer
4614,root vegetables
2216,tropical fruit
4425,butter milk
4666,root vegetables
1148,pork
2351,pip fruit
3543,canned beer
2955,tropical fruit
2257,pork
2612,pip fruit
3488,rolls/buns
2021,meat
2186,soda
1696,root vegetables
3309,root vegetables
3092,sausage
4497,butter
1848,sauces
2466,beef
4411,ham
2295,rolls/buns
1914,tropical fruit
1290,sausage
2293,tropical fruit
4027,soda
4693,whole milk
1056,pip fruit
4221,whole milk
3248,chicken
2815,root vegetables
4207,rolls/buns
1160,butter
3868,tropical fruit
3707,sausage
2335,soda
3432,rolls/buns
4510,tropical fruit
2893,tropical fruit
4902,UHT-milk
3443,root vegetables
1864,pip fruit
2071,whole milk
3092,dessert
2845,other vegetables
2314,pork
3882,frankfurter
4309,whole milk
2369,frankfurter
1787,whipped/sour cream
3284,curd
1375,other vegetables
1949,ham
4805,whole milk
3759,whole milk
3160,soda
2764,margarine
4225,pip fruit
2719,other vegetables
3856,whole milk
4079,pork
2455,sausage
1582,curd
1776,canned beer
3096,napkins
3453,chewing gum
2731,ice cream
3899,bottled water
4886,liver loaf
4455,citrus fruit
2690,chicken
2171,citrus fruit
3015,bottled water
4938,pip fruit
3449,whole milk
1848,hamburger meat
3818,turkey
1540,ham
1424,citrus fruit
3888,sausage
2711,yogurt
3363,butter
4633,chicken
2864,beverages
2500,onions
1477,bottled beer
1635,butter
2401,root vegetables
4971,sausage
1230,ham
4414,soda
2906,chicken
3856,sausage
4025,other vegetables
1414,whole milk
4793,root vegetables
3101,chicken
1651,tropical fruit
4304,pork
3663,tropical fruit
2525,chicken
1625,other vegetables
3812,whipped/sour cream
2879,whole milk
4180,root vegetables
4187,sausage
4292,frozen vegetables
3043,beef
1819,root vegetables
2446,rolls/buns
1701,canned beer
1047,sweet spreads
1065,beef
4360,frozen vegetables
2818,bottled water
2008,domestic eggs
2624,ice cream
4564,ice cream
1049,butter
4433,sausage
3433,ham
4799,citrus fruit
4774,red/blush wine
1153,butter
4776,whole milk
3596,hard cheese
4097,hygiene articles
2262,soups
1518,pastry
4593,onions
4322,ice cream
3633,herbs
2356,citrus fruit
4268,white bread
2775,pip fruit
4757,misc. beverages
1231,ice cream
4323,pot plants
1182,beef
3266,canned beer
3109,cat food
2450,whipped/sour cream
1208,shopping bags
2115,berries
3774,whole milk
2904,root vegetables
3438,pork
3872,sausage
3985,bottled water
2483,ice cream
4445,berries
2462,bottled beer
1068,pork
1458,ice cream
1382,curd
3048,sausage
3501,rolls/buns
2340,other vegetables
1665,other vegetables
3982,root vegetables
1843,other vegetables
3365,pastry
3230,other vegetables
2312,other vegetables
3493,citrus fruit
1474,white bread
4907,citrus fruit
3575,whole milk
1509,chocolate
1732,citrus fruit
4975,other vegetables
2947,sausage
2509,root vegetables
3061,sausage
1916,pip fruit
4214,tropical fruit
1104,pork
4702,whole milk
2687,mustard
3240,citrus fruit
2816,whole milk
1524,root vegetables
2483,citrus fruit
2101,UHT-milk
3456,soda
4461,tropical fruit
1242,shopping bags
4017,bottled beer
1814,beef
1486,pip fruit
1514,root vegetables
1710,chicken
3032,bottled water
4896,flour
3373,pip fruit
1746,whole milk
1355,frankfurter
1162,canned beer
2712,whole milk
1025,canned beer
3067,butter milk
2675,margarine
1354,whole milk
4828,whole milk
1000,canned beer
2822,salty snack
1814,root vegetables
1818,sausage
3082,brown bread
4398,other vegetables
1932,sausage
3180,ham
4332,domestic eggs
3175,sausage
1357,root vegetables
2511,other vegetables
1159,citrus fruit
3855,pork
1889,onions
2448,other vegetables
2652,chicken
1385,pip fruit
2960,berries
2736,whole milk
1768,chicken
2002,pork
3046,whole milk
2284,pork
1708,cat food
1952,finished products
3497,brown bread
1479,berries
1237,ham
4353,fish
3528,pastry
2092,sausage
2514,whole milk
4790,bottled beer
1948,whole milk
3581,sausage
4778,soda
2601,ham
4678,bottled beer
3642,sausage
2957,sausage
4585,sausage
3637,sausage
1353,pork
3257,root vegetables
2524,citrus fruit
2035,other vegetables
3658,whole milk
1901,yogurt
3247,UHT-milk
4308,citrus fruit
1305,citrus fruit
1011,whole milk
2234,canned beer
3744,rolls/buns
2903,sausage
3036,frozen fish
2465,other vegetables
1233,rolls/buns
1366,tropical fruit
3741,butter milk
2230,sausage
1206,pastry
3690,spread cheese
3620,rolls/buns
4759,frankfurter
3543,frankfurter
2792,condensed milk
1929,rolls/buns
2433,frankfurter
4941,rolls/buns
3547,rolls/buns
1290,other vegetables
4207,sausage
2107,coffee
3050,pip fruit
3814,citrus fruit
4875,flour
3691,frankfurter
2433,soda
4757,soda
1407,root vegetables
4718,pork
1240,frozen vegetables
1792,tropical fruit
4486,citrus fruit
1757,frankfurter
2186,other vegetables
3752,sweet spreads
3051,frankfurter
3688,pork
4676,sausage
2142,pip fruit
4939,bottled beer
1806,beverages
1595,liver loaf
2086,frankfurter
4251,berries
2689,curd
2560,sausage
2393,onions
1669,soda
3500,soda
1213,chicken
4598,cream cheese 
1404,bottled water
1758,chocolate
1265,cream cheese 
1006,whole milk
2779,whole milk
4457,fruit/vegetable juice
2532,onions
2811,tropical fruit
4004,tropical fruit
1737,pastry
3266,hamburger meat
4981,frankfurter
1934,tropical fruit
2512,butter
3400,rolls/buns
4301,sausage
2997,citrus fruit
1098,tropical fruit
2208,pork
3672,whole milk
3651,hamburger meat
3957,frankfurter
2986,sausage
4433,other vegetables
3822,ham
4588,bottled beer
2622,pip fruit
2117,pasta
1780,pip fruit
3819,pork
1884,frankfurter
2595,rolls/buns
3046,sausage
3228,tropical fruit
2251,chicken
2368,whole milk
2573,ham
4701,soda
4384,chicken
1998,canned beer
4583,pip fruit
2043,tropical fruit
2201,domestic eggs
3522,meat
3922,citrus fruit
2636,sausage
1092,rolls/buns
2711,light bulbs
3899,rolls/buns
4372,meat
4576,root vegetables
4953,tropical fruit
4692,citrus fruit
1170,whole milk
2625,margarine
2394,hamburger meat
4277,dessert
3170,beef
2229,other vegetables
2944,tropical fruit
2582,chicken
1373,brown bread
1366,sausage
3469,hamburger meat
4012,pork
2031,sausage
2459,soda
4377,sweet spreads
1534,pastry
2051,other vegetables
3430,root vegetables
1567,whipped/sour cream
2972,whole milk
1287,whole milk
4776,citrus fruit
2271,other vegetables
4657,pork
2344,pip fruit
1482,bottled beer
1278,other vegetables
4831,whole milk
1819,pastry
2687,sausage
4468,sausage
4760,salty snack
2310,dessert
3924,pork
3517,frankfurter
3164,butter
3245,other vegetables
2629,liver loaf
1347,frankfurter
1216,whole milk
4636,frankfurter
1197,root vegetables
1100,soda
2054,butter
3761,cat food
4947,chewing gum
1032,berries
3353,other vegetables
4466,yogurt
2081,tropical fruit
1800,whole milk
3414,curd
2799,whole milk
1634,bottled water
3481,soda
3691,sausage
2811,oil
2758,hamburger meat
2872,onions
3339,pork
3483,pip fruit
3255,pork
3462,citrus fruit
1355,yogurt
2952,frankfurter
2171,frankfurter
2693,brown bread
1348,root vegetables
1112,dish cleaner
2058,yogurt
2003,sausage
2166,sauces
3113,brown bread
2830,citrus fruit
3582,cream cheese 
4572,beverages
1373,curd
2513,ice cream
3050,hard cheese
2563,detergent
1055,bottled water
1887,soda
2391,pip fruit
3347,whole milk
4873,waffles
1571,sausage
3571,chicken
4348,beverages
2400,ice cream
2867,butter
2672,beverages
1659,frankfurter
4104,detergent
1465,sausage
3436,chicken
4503,yogurt
3812,whole milk
2759,yogurt
2019,whipped/sour cream
3201,whole milk
1861,citrus fruit
4524,whole milk
2680,citrus fruit
3413,pork
4354,beverages
3608,UHT-milk
3518,beef
3542,other vegetables
2579,whole milk
2650,frankfurter
3499,yogurt
2804,canned beer
2975,canned beer
1783,other vegetables
1116,frankfurter
2578,canned beer
4003,pork
3021,frankfurter
3791,chocolate
1242,citrus fruit
2290,specialty fat
4204,spread cheese
4100,whole milk
3085,whole milk
1944,whole milk
3845,hygiene articles
2077,beef
1128,meat
4130,beef
2496,pip fruit
3764,other vegetables
2369,hamburger meat
4662,rolls/buns
4392,instant coffee
3259,canned beer
1839,pork
4376,pork
1934,tropical fruit
1158,whole milk
2784,frankfurter
4954,beverages
2060,pip fruit
4556,pip fruit
2433,frankfurter
1843,sausage
1793,long life bakery product
3640,bottled water
2795,beef
2044,domestic eggs
4742,oil
3584,meat
1957,processed cheese
3483,sausage
3883,citrus fruit
2474,frozen vegetables
3148,sausage
1767,pastry
4601,pork
3181,berries
2261,whole milk
1656,ham
4134,packaged fruit/vegetables
2254,packaged fruit/vegetables
1517,rolls/buns
2176,whole milk
4255,whole milk
1780,sausage
1275,white bread
2159,rolls/buns
4153,bottled water
1553,other vegetables
2072,frankfurter
2964,frankfurter
3974,frankfurter
4848,rolls/buns
1605,sausage
2082,brown bread
2477,UHT-milk
1508,pip fruit
2682,whole milk
1012,processed cheese
3591,hamburger meat
2004,beef
4272,whole milk
1900,hamburger meat
3483,pasta
4686,tropical fruit
3757,whole milk
3484,sausage
4314,rolls/buns
1204,sliced cheese
1355,rolls/buns
3463,sausage
3548,pastry
2271,rolls/buns
2275,pork
1275,other vegetables
4577,domestic eggs
2286,ham
4287,soda
1781,specialty chocolate
2840,pork
2585,other vegetables
2958,onions
3788,tropical fruit
3061,pip fruit
1531,sausage
3451,rolls/buns
3119,hamburger meat
4015,citrus fruit
2869,whole milk
4814,root vegetables
2978,chewing gum
4789,beef
2151,rolls/buns
2390,citrus fruit
3634,snack products
3394,sausage
1874,mustard
4671,sausage
3647,frozen meals
1275,sausage
3306,spread cheese
1087,sausage
3210,herbs
1136,tropical fruit
3050,frankfurter
4406,domestic eggs
4277,sausage
2500,citrus fruit
4704,pip fruit
4470,onions
4747,frankfurter
2550,shopping bags
4783,bottled beer
2117,frankfurter
4510,whole milk
4258,soda
3535,beef
3095,bottled water
4625,sausage
2014,ice cream
1677,tropical fruit
4743,whole milk
4212,yogurt
1087,herbs
3682,whole milk
2406,meat
3915,frankfurter
1901,citrus fruit
4992,canned beer
4308,chicken
1566,yogurt
2839,beef
4666,whipped/sour cream
2325,pip fruit
4238,frankfurter
1983,soda
4798,pip fruit
3703,citrus fruit
1456,whole milk
3309,root vegetables
1983,sausage
2676,liver loaf
1017,soda
3793,root vegetables
1609,other vegetables
3459,tropical fruit
1192,butter
3044,sausage
3661,butter
1188,whole milk
1865,other vegetables
1692,whole milk
3577,white bread
4951,pork
1714,whipped/sour cream
1610,yogurt
4652,butter milk
4020,yogurt
2633,other vegetables
4305,pastry
2416,yogurt
3124,citrus fruit
1422,condensed milk
2101,root vegetables
2876,other vegetables
2684,citrus fruit
2377,frankfurter
2394,sausage
4320,other vegetables
1009,herbs
1460,ham
1821,root vegetables
3182,soda
1526,sausage
2070,frankfurter
2534,bottled water
3794,meat
1405,ham
4544,sugar
2494,chicken
3322,UHT-milk
3655,beef
2918,ham
2584,rolls/buns
2212,citrus fruit
3176,citrus fruit
4564,cat food
4556,hard cheese
4573,frankfurter
2781,bottled beer
3316,yogurt
1827,frankfurter
4889,rolls/buns
3548,whole milk
2736,meat
4927,curd
3214,beverages
3275,frankfurter
2909,sausage
4226,sausage
1622,meat
1395,sausage
2938,whole milk
3674,canned beer
2063,frankfurter
4214,long life bakery product
3042,pork
3877,pip fruit
2168,bottled beer
1503,pork
2769,bottled water
4933,whole milk
3082,curd
1422,tropical fruit
3139,pip fruit
2200,chicken
4670,whole milk
2053,citrus fruit
4847,canned beer
1185,pip fruit
4656,photo/film
2741,root vegetables
2654,frankfurter
2010,yogurt
2586,UHT-milk
3511,organic sausage
4700,whole milk
2235,meat
2557,pork
3462,coffee
1356,soft cheese
1477,sausage
3094,sausage
3981,finished products
1340,whole milk
4015,curd
1719,coffee
1542,tropical fruit
1357,soda
4003,whole milk
4224,bottled beer
1292,oil
4018,hamburger meat
2721,yogurt
4016,pork
3654,frankfurter
3745,sausage
2851,canned beer
1474,frankfurter
3623,beef
1647,yogurt
1312,long life bakery product
1218,other vegetables
4745,pastry
4994,sausage
1465,canned beer
2380,sausage
1150,canned beer
4371,finished products
4668,other vegetables
2167,pork
3534,beef
3399,specialty bar
1144,canned beer
2136,bottled beer
1888,ham
4990,tropical fruit
1731,chicken
4632,pork
3035,yogurt
4376,chicken
3760,sausage
1135,hard cheese
3132,long life bakery product
1252,chicken
3698,frankfurter
1442,pastry
1160,shopping bags
1451,tropical fruit
2785,frozen meals
3159,whole milk
3205,pork
2703,hamburger meat
1115,other vegetables
2632,domestic eggs
2729,hamburger meat
4334,berries
1009,pastry
3098,sausage
1489,frozen vegetables
4240,dessert
1096,pip fruit
3120,liver loaf
1608,root vegetables
2298,root vegetables
4646,other vegetables
3782,chicken
2448,rolls/buns
4999,butter milk
1233,butter milk
1335,onions
1889,ham
3815,coffee
3976,chicken
3051,whole milk
2630,frankfurter
4182,citrus fruit
1524,tropical fruit
2165,citrus fruit
3710,whole milk
1859,canned beer
1682,canned beer
3682,citrus fruit
1866,chicken
1764,canned beer
2016,sugar
3758,pork
1380,rolls/buns
3063,whole milk
4782,rolls/buns
3677,mayonnaise
2315,rolls/buns
3548,pork
3198,citrus fruit
1436,beverages
4874,napkins
4002,canned beer
2911,soda
1611,bottled beer
2561,sausage
2343,sausage
1021,rolls/buns
3484,tropical fruit
4378,frankfurter
1751,sausage
1730,sausage
4669,whole milk
1184,root vegetables
4793,sausage
4600,root vegetables
3966,tropical fruit
3017,hamburger meat
1834,meat
4508,soda
2879,frankfurter
4643,other vegetables
3757,whole milk
1486,pastry
3018,canned beer
3600,canned beer
1239,condensed milk
1315,ham
1654,cream cheese 
3551,pork
2861,pastry
1170,citrus fruit
1351,meat
2645,soda
4202,yogurt
2653,whipped/sour cream
3961,sausage
2441,canned beer
3637,root vegetables
2329,pastry
3858,rolls/buns
4294,rolls/buns
